pcd,pcd2,pcds,dointr,doterm,oscty,oslaua,osward,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,hro,ctry,gor,streg,pcon,eer,teclec,ttwa,pct,nuts,psed,cened,edind,oshaprev,lea,oldha,wardc91,wardo91,ward98,statsward,oa01,casward,park,lsoa01,msoa01,ur01ind,oac01,oldpct,oa11,lsoa11,msoa11,parish,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd
"WA167DD","WA16 7DD","WA16 7DD","199109","200108","E99999999","E06000049","E05008641","0","381820","0380141","1","E18000002","E19000001","E92000001","E12000002","8","E14000987","E15000002","E24000025","E30000239","E16000095","E05008641","13UGGB06","EPGB06","1","Q15","895","QCW","14EPGB","13UGGB","13UGGB","13UGHU","E00094125","13UGHU","E99999999","E01018649","E02003859","7","3B1","5H5","E00094125","E01018649","E02003859","E04010975","E33007566","E38000056","E34999999","E35999999","F1","6A3",53.317882,-2.274359,"E37000003","","E23000006",23363
"WA168ET","WA16 8ET","WA16 8ET","198001","","E99999999","E06000049","E05008632","0","375635","0378736","1","E18000002","E19000001","E92000001","E12000002","8","E14000987","E15000002","E24000025","E30000197","E16000095","E05008632","13UGFP07","EPFP07","1","Q15","895","QCW","14EPFP","13UGFP","13UGFP","13UGHF","E00093926","13UGHF","E99999999","E01018610","E02003861","5","6B3","5H5","E00093926","E01018610","E02003861","E04010960","E33007584","E38000056","E34002605","E35999999","C1","5A3",53.305003,-2.367091,"E37000003","","E23000006",18870
"WA2 0RN","WA2  0RN","WA2 0RN","199512","199706","E99999999","E06000007","E05011027","1","361850","0392091","8","E18000002","E19000001","E92000001","E12000002","8","E14001017","E15000002","E24000025","E30000284","E16000037","E05011027","13UJGC03","ERGC03","1","Q15","877","QCV","14ERGC","13UJGC","00EUME","00EUNE","E00062890","00EUNE","E99999999","E01012468","E02002592","8","3C1","5J2","E00062890","E01012468","E02002592","E04000335","E33006989","E38000194","E34999999","E35999999","F1","1C1",53.424224,-2.575561,"E37000003","","E23000006",13829
"WA3 6AA","WA3  6AA","WA3 6AA","199007","","E99999999","E06000007","E05011026","1","365920","0392844","1","E18000002","E19000001","E92000001","E12000002","8","E14001017","E15000002","E24000025","E30000284","E16000037","E05011026","13UJFE06","ERFE06","1","Q15","877","QCV","14ERFE","13UJFE","00EUMD","00EUND","E00062875","00EUND","E99999999","E01012462","E02002593","5","4A2","5J2","E00062875","E01012462","E02002593","E04000320","E33003296","E38000194","E34004251","E35999999","C1","6B1",53.431272,-2.514399,"E37000003","","E23000006",23808
"WA3 6FE","WA3  6FE","WA3 6FE","199706","200108","E99999999","E06000007","E05011025","1","359724","0388352","1","E18000002","E19000001","E92000001","E12000002","8","E14001018","E15000002","E24000025","E30000284","E16000037","E05011025","13UJGB05","ERGB05","1","Q15","877","QCV","14ERGB","13UJGB","00EUMB","00EUNC","E00062812","00EUNC","E99999999","E01012456","E02002607","5","5B4","5J2","E00062812","E01033302","E02002607","E43000007","E33003274","E38000194","E34004251","E35999999","C1","4A1",53.390459,-2.607073,"E37000003","","E23000006",5905
"WA4 1EU","WA4  1EU","WA4 1EU","198001","","E99999999","E06000007","E05011035","0","361593","0387345","1","E18000002","E19000001","E92000001","E12000002","8","E14001018","E15000002","E24000025","E30000284","E16000037","E05011035","13UJFP08","ERFP08","1","Q15","877","QCV","14ERFP","13UJFP","00EUMN","00EUNN","E00063098","00EUNN","E99999999","E01012511","E02002606","5","6C1","5J2","E00063098","E01012511","E02002606","E43000007","E33007044","E38000194","E34004251","E35999999","C1","8B1",53.381548,-2.578849,"E37000003","","E23000006",8837
"WA4 9BU","WA4  9BU","WA4 9BU","200603","200609","E99999999","E06000007","E05011025","1","359749","0388260","1","E18000002","E19000001","E92000001","E12000002","8","E14001018","E15000002","E24000025","E30000284","E16000037","E05011025","13UJGB05","ERGB05","1","Q15","877","QCV","14ERGB","13UJGB","00EUMB","00EUNC","E00062812","00EUNC","E99999999","E01012456","E02002607","5","5B4","5J2","E00062812","E01033302","E02002607","E43000007","E33003273","E38000194","E34004251","E35999999","C1","4A1",53.389634,-2.606686,"E37000003","","E23000006",5905
"WA5 1QG","WA5  1QG","WA5 1QG","198001","","E99999999","E06000007","E05011025","1","359485","0388745","1","E18000002","E19000001","E92000001","E12000002","8","E14001018","E15000002","E24000025","E30000284","E16000037","E05011025","13UJGB03","ERGB03","1","Q15","877","QCV","14ERGB","13UJGB","00EUMB","00EUNC","E00062834","00EUNC","E99999999","E01012457","E02002602","5","7A2","5J2","E00062834","E01012457","E02002602","E43000007","E33007029","E38000194","E34004251","E35999999","C1","4A2",53.393973,-2.610717,"E37000003","","E23000006",5629
"WA5 2AZ","WA5  2AZ","WA5 2AZ","198001","","E99999999","E06000007","E05011039","0","356282","0388216","1","E18000002","E19000001","E92000001","E12000002","8","E14001018","E15000002","E24000025","E30000284","E16000037","E05011039","13UJFT03","ERFT03","1","Q15","877","QCV","14ERFT","13UJFT","00EUMR","00EUNR","E00063192","00EUNR","E99999999","E01012531","E02002608","5","1C3","5J2","E00063192","E01012531","E02002608","E04000329","E33007057","E38000194","E34004251","E35999999","C1","8A1",53.388962,-2.658806,"E37000003","","E23000006",27028
"WA5 2NH","WA5  2NH","WA5 2NH","198001","","E99999999","E06000007","E05011039","0","356371","0387335","1","E18000002","E19000001","E92000001","E12000002","8","E14001018","E15000002","E24000025","E30000284","E16000037","E05011039","13UJFT17","ERFT17","1","Q15","877","QCV","14ERFT","13UJFT","00EUMR","00EUNR","E00063209","00EUNR","E99999999","E01012528","E02002608","5","4C1","5J2","E00063209","E01012528","E02002608","E04000329","E33007058","E38000194","E34004251","E35999999","C1","6B3",53.381051,-2.657346,"E37000003","","E23000006",23968
"WA6 0QT","WA6  0QT","WA6 0QT","198001","","E99999999","E06000050","E05008678","0","348753","0375021","1","E18000002","E19000001","E92000001","E12000002","8","E14001024","E15000002","E24000025","E30000284","E16000094","E05008678","13UHFP03","EQFP03","1","Q15","896","QCW","14EQFP","13UHFP","13UHFP","13UHGY","E00094378","13UHGY","E99999999","E01018697","E02003877","5","4C2","5H3","E00094378","E01018697","E02003877","E04011112","E33007673","E38000196","E34001422","E35999999","D1","6B2",53.269704,-2.769862,"E37000003","","E23000006",26421
"WA7 6QA","WA7  6QA","WA7 6QA","198001","","E99999999","E06000006","E05001594","0","355637","0382108","1","E18000002","E19000001","E92000001","E12000002","8","E14001024","E15000002","E24000023","E30000284","E16000093","E05001594","13UFFT06","ENFT06","1","Q15","876","QCV","14ENFT","13UFFT","00ETMU","00ETNR","E00062725","00ETNR","E99999999","E01012434","E02002582","5","4B4","5J1","E00062725","E01012434","E02002582","E43000006","E33006948","E38000068","E34004843","E35001305","C1","6A3",53.334010,-2.667645,"E37000022","","E23000006",22915
"WA8 8HX","WA8  8HX","WA8 8HX","199507","199906","E99999999","E06000006","E05001583","1","349016","0385530","6","E18000002","E19000001","E92000001","E12000002","8","E14000725","E15000002","E24000023","E30000284","E16000093","E05001583","13UFFG09","ENFG09","1","Q15","876","QCV","14ENFG","13UFFG","00ETMH","00ETNE","E00062506","00ETNE","E99999999","E01012388","E02002579","5","1B1","5J1","E00062506","E01012388","E02002579","E43000006","E33006926","E38000068","E34000181","E35999999","C1","8B2",53.364168,-2.767613,"E37000022","","E23000006",4061
"WC1A1HH","WC1A 1HH","WC1A 1HH","198001","","E99999999","E09000007","E05000129","0","529894","0181411","1","E18000007","E19000003","E92000001","E12000007","5","E14000750","E15000007","E24000014","E30000234","E16000047","E05000129","01AGFC17","ABFC17","1","Q05","202","QAT","01ABFC","01AGFC","00AGFC","00AGGE","E00004171","00AGGE","E99999999","E01000855","E02000193","5","2A2","5K7","E00174659","E01000855","E02000193","E43000197","E33031761","E38000027","E34004707","E35000865","A1","2D2",51.516695,-0.129361,"E37000023","","E23000001",16377
"WC1B3HB","WC1B 3HB","WC1B 3HB","198001","","E99999999","E09000007","E05000129","0","529730","0181662","1","E18000007","E19000003","E92000001","E12000007","5","E14000750","E15000007","E24000014","E30000234","E16000047","E05000129","01AGFC15","ABFC15","1","Q05","202","QAT","01ABFC","01AGFC","00AGFC","00AGGE","E00004195","00AGGE","E99999999","E01000850","E02000191","5","2A2","5K7","E00004195","E01000850","E02000191","E43000197","E33029280","E38000027","E34004707","E35000865","A1","2D2",51.518989,-0.131631,"E37000023","","E23000001",15786
"WC1X9SR","WC1X 9SR","WC1X 9SR","200003","200010","E99999999","E09000007","E05000141","1","530500","0182800","8","E18000007","E19000003","E92000001","E12000007","5","E14000750","E15000007","E24000014","E30000234","E16000047","E05000141","01AGFT05","ABFT05","1","Q05","202","QAT","01ABFT","01AGFT","00AGFT","00AGGS","E00004658","00AGGS","E99999999","E01000939","E02000189","5","7B2","5K7","E00004658","E01000939","E02000189","E43000197","E33029493","E38000027","E34004707","E35000865","A1","3B2",51.529038,-0.120118,"E37000023","","E23000001",3200
"WC2B5HA","WC2B 5HA","WC2B 5HA","199308","","E99999999","E09000033","E05000644","0","530516","0181082","1","E18000007","E19000003","E92000001","E12000007","5","E14000639","E15000007","E24000014","E30000234","E16000057","E05000644","01BKFW02","APFW02","1","Q04","213","QA3","01APFW","01BKFW","00BKFW","00BKGQ","E00023930","00BKGQ","E99999999","E01004735","E02000977","5","2A2","5LC","E00023930","E01004735","E02000977","E43000236","E33030997","E38000031","E34004707","E35000546","A1","2B2",51.513596,-0.120524,"E37000023","","E23000001",8764
"WC2B5RP","WC2B 5RP","WC2B 5RP","200012","201105","E99999999","E09000007","E05000138","1","530411","0181401","1","E18000007","E19000003","E92000001","E12000007","5","E14000750","E15000007","E24000014","E30000234","E16000047","E05000138","01AGFC24","ABFC24","1","Q05","202","QAT","01ABFC","01AGFC","00AGFC","00AGGP","E00004560","00AGGP","E99999999","E01000918","E02000193","5","7B2","5K7","E00004560","E01000918","E02000193","E43000197","E33029476","E38000027","E34004707","E35000865","A1","3B2",51.516486,-0.121918,"E37000023","","E23000001",9145
"WC2B5RU","WC2B 5RU","WC2B 5RU","200006","200904","E99999999","E09000007","E05000138","1","530284","0181351","1","E18000007","E19000003","E92000001","E12000007","5","E14000750","E15000007","E24000014","E30000234","E16000047","E05000138","01AGFC24","ABFC24","1","Q05","202","QAT","01ABFC","01AGFC","00AGFC","00AGGP","E00004560","00AGGP","E99999999","E01000918","E02000193","5","7B2","5K7","E00004560","E01000918","E02000193","E43000197","E33029473","E38000027","E34004707","E35000865","A1","3B2",51.516066,-0.123766,"E37000023","","E23000001",9145
"WC2E9RE","WC2E 9RE","WC2E 9RE","198704","199212","E99999999","E09000033","E05000644","1","530300","0181100","8","E18000007","E19000003","E92000001","E12000007","5","E14000639","E15000007","E24000014","E30000234","E16000057","E05000644","01BKFW01","APFW01","1","Q04","213","QA3","01APFW","01BKFW","00BKFW","00BKGQ","E00023957","00BKGQ","E99999999","E01004735","E02000977","5","2A2","5LC","E00023957","E01004735","E02000977","E43000236","E33031190","E38000031","E34004707","E35000546","A1","2D2",51.513807,-0.123628,"E37000023","","E23000001",8764
"WC2H0PF","WC2H 0PF","WC2H 0PF","199806","200007","E99999999","E09000033","E05000644","1","529944","0180912","6","E18000007","E19000003","E92000001","E12000007","5","E14000639","E15000007","E24000014","E30000234","E16000057","E05000644","01BKFZ23","APFZ23","1","Q04","213","QA3","01APFZ","01BKFZ","00BKFZ","00BKGQ","E00023960","00BKGQ","E99999999","E01004734","E02000977","5","7B2","5LC","E00023960","E01004734","E02000977","E43000236","E33031195","E38000031","E34004707","E35000546","A1","3B2",51.512200,-0.128825,"E37000023","","E23000001",7056
"WC2N4DA","WC2N 4DA","WC2N 4DA","198001","199806","E99999999","E09000033","E05000644","0","530172","0180761","8","E18000007","E19000003","E92000001","E12000007","5","E14000639","E15000007","E24000014","E30000234","E16000057","E05000644","01BKFW05","APFW05","1","Q04","213","QA3","01APFW","01BKFW","00BKFW","00BKGQ","E00023933","00BKGQ","E99999999","E01004734","E02000977","5","2A2","5LC","E00023933","E01004734","E02000977","E43000236","E33031034","E38000031","E34004707","E35000546","A1","2D2",51.510790,-0.125597,"E37000023","","E23000001",7056
"WC2N5HF","WC2N 5HF","WC2N 5HF","199308","199707","E99999999","E09000033","E05000644","1","530100","0180300","8","E18000007","E19000003","E92000001","E12000007","5","E14000639","E15000007","E24000014","E30000234","E16000057","E05000644","01BKFW15","APFW15","1","Q04","213","QA3","01APFW","01BKFW","00BKFW","00BKGQ","E00023936","00BKGQ","E99999999","E01004736","E02000977","5","2B2","5LC","E00023936","E01004736","E02000977","E43000236","E33031089","E38000031","E34004707","E35000546","A1","2B2",51.506664,-0.126803,"E37000023","","E23000001",16419
"WC2N6NW","WC2N 6NW","WC2N 6NW","199612","199706","E99999999","E09000033","E05000644","1","530260","0180517","8","E18000007","E19000003","E92000001","E12000007","5","E14000639","E15000007","E24000014","E30000234","E16000057","E05000644","01BKFW08","APFW08","1","Q04","213","QA3","01APFW","01BKFW","00BKFW","00BKGQ","E00023934","00BKGQ","E99999999","E01004734","E02000977","5","2A2","5LC","E00023934","E01004734","E02000977","E43000236","E33031044","E38000031","E34004707","E35000546","A1","2B2",51.508577,-0.124419,"E37000023","","E23000001",7056
"WD1 3YR","WD1  3YR","WD1 3YR","200006","200007","E10000015","E07000103","E05011051","1","510000","0197800","8","E18000006","E19000001","E92000001","E12000006","5","E14001021","E15000006","E24000005","E30000237","E16000150","E05011051","26UKFF07","KLFF07","1","Q02","919","QEX","27KLFF","26UKFF","26UKFF","26UKFT","E00121255","26UKFT","E99999999","E01023879","E02004974","5","2B1","5GV","E00121255","E01023879","E02004974","E43000082","E33027595","E38000079","E34004707","E35000012","A1","2C1",51.668218,-0.410812,"E37000017","","E23000027",24302
"WD1 3ZY","WD1  3ZY","WD1 3ZY","199706","199906","E10000015","E07000103","E05011051","1","509880","0197909","6","E18000006","E19000001","E92000001","E12000006","5","E14001021","E15000006","E24000005","E30000237","E16000150","E05011051","26UKFF07","KLFF07","1","Q02","919","QEX","27KLFF","26UKFF","26UKFF","26UKFT","E00121255","26UKFT","E99999999","E01023879","E02004974","5","2B1","5GV","E00121255","E01023879","E02004974","E43000082","E33027595","E38000079","E34004707","E35000012","A1","2C1",51.669221,-0.412512,"E37000017","","E23000027",24302
"WD1 8RS","WD1  8RS","WD1 8RS","199308","200007","E10000015","E07000102","E05009433","0","508345","0194539","1","E18000006","E19000001","E92000001","E12000006","5","E14000951","E15000006","E24000005","E30000234","E16000150","E05009433","26UJFU07","KKFU07","1","Q02","919","QEX","27KKFU","26UJFU","26UJFU","26UJGL","E00121054","26UJGL","E99999999","E01023841","E02004966","5","4D1","5GV","E00121054","E01023841","E02004966","E43000234","E33024402","E38000079","E34004707","E35000012","C1","6A1",51.639229,-0.435743,"E37000017","","E23000027",32665
"WD171SX","WD17 1SX","WD17 1SX","200010","200110","E10000015","E07000103","E05011047","1","510999","0196838","1","E18000006","E19000001","E92000001","E12000006","5","E14001021","E15000006","E24000005","E30000237","E16000150","E05011047","26UKFB04","KLFB04","1","Q02","919","QEX","27KLFB","26UKFB","26UKFB","26UKFP","E00121166","26UKFP","E99999999","E01023859","E02004976","5","2B2","5GV","E00121166","E01023859","E02004976","E43000082","E33027611","E38000079","E34004707","E35000012","A1","4A2",51.659375,-0.396678,"E37000017","","E23000027",10609
"WD172XZ","WD17 2XZ","WD17 2XZ","200212","200610","E10000015","E07000103","E05011048","1","509240","0195710","1","E18000006","E19000001","E92000001","E12000006","5","E14001021","E15000006","E24000005","E30000237","E16000150","E05011048","26UKFC08","KLFC08","1","Q02","919","QEX","27KLFC","26UKFC","26UKFC","26UKFQ","E00121203","26UKFQ","E99999999","E01023866","E02004978","5","7A2","5GV","E00121203","E01023866","E02004978","E43000082","E33024450","E38000079","E34004707","E35000012","A1","4A1",51.649581,-0.422450,"E37000017","","E23000027",9202
"WD180EY","WD18 0EY","WD18 0EY","200010","","E10000015","E07000103","E05011056","0","510601","0195836","1","E18000006","E19000001","E92000001","E12000006","5","E14001021","E15000006","E24000005","E30000237","E16000150","E05011056","26UKFL17","KLFL17","1","Q02","919","QEX","27KLFL","26UKFL","26UKFL","26UKFZ","E00121358","26UKFZ","E99999999","E01023902","E02004977","5","7A3","5GV","E00121358","E01023902","E02004977","E43000082","E33024465","E38000079","E34004707","E35000012","A1","4A2",51.650448,-0.402746,"E37000017","","E23000027",20026
"WD2 2DX","WD2  2DX","WD2 2DX","198001","200007","E10000015","E07000098","E05004753","0","512558","0197403","1","E18000006","E19000001","E92000001","E12000006","5","E14000745","E15000006","E24000005","E30000234","E16000150","E05004753","26UEFM03","KFFM03","1","Q02","919","QEX","27KFFM","26UEFM","26UEFM","26UEGE","E00119632","26UEGE","E99999999","E01023555","E02004903","5","5B2","5CP","E00119632","E01023555","E02004903","E43000077","E33027297","E38000079","E34004707","E35001221","A1","7A3",51.664144,-0.373967,"E37000017","","E23000027",11259
"WD2 2JZ","WD2  2JZ","WD2 2JZ","198001","200007","E10000015","E07000098","E05004753","1","512351","0196436","6","E18000006","E19000001","E92000001","E12000006","5","E14000745","E15000006","E24000005","E30000234","E16000150","E05004753","26UEFM08","KFFM08","1","Q02","919","QEX","27KFFM","26UEFM","26UEFM","26UEGE","E00119635","26UEGE","E99999999","E01023554","E02004903","5","6B2","5CP","E00119635","E01023554","E02004903","E43000077","E33027296","E38000079","E34004707","E35001221","A1","5A2",51.655494,-0.377270,"E37000017","","E23000027",17425
"WD2 4ZY","WD2  4ZY","WD2 4ZY","199706","200007","E10000015","E07000103","E05011055","1","511668","0198661","6","E18000006","E19000001","E92000001","E12000006","5","E14001021","E15000006","E24000005","E30000237","E16000150","E05011055","26UKFK06","KLFK06","1","Q02","919","QEX","27KLFK","26UKFK","26UKFK","26UKFY","E00121337","26UKFY","E99999999","E01023896","E02004972","5","4D1","5GV","E00121337","E01023896","E02004972","E43000082","E33024455","E38000079","E34004707","E35000012","A1","4C1",51.675627,-0.386428,"E37000017","","E23000027",28703
"WD2 5DS","WD2  5DS","WD2 5DS","198001","200007","E10000015","E07000103","E05011046","0","510805","0197688","1","E18000006","E19000001","E92000001","E12000006","5","E14001021","E15000006","E24000005","E30000237","E16000150","E05011046","26UKFA11","KLFA11","1","Q02","919","QEX","27KLFA","26UKFA","26UKFA","26UKFN","E00121141","26UKFN","E99999999","E01023855","E02004973","5","6C1","5GV","E00121141","E01023855","E02004973","E43000082","E33027591","E38000079","E34004707","E35000012","A1","4A2",51.667053,-0.399212,"E37000017","","E23000027",18937
"WD2 7NW","WD2  7NW","WD2 7NW","199612","200007","E10000015","E07000103","E05011057","0","510604","0200994","1","E18000006","E19000001","E92000001","E12000006","5","E14001021","E15000006","E24000005","E30000237","E16000150","E05011057","26UKFM05","KLFM05","1","Q02","919","QEX","27KLFM","26UKFM","26UKFM","26UKGA","E00121383","26UKGA","E99999999","E01023904","E02004968","5","1B1","5GV","E00121383","E01023904","E02004968","E43000082","E33027572","E38000079","E34004707","E35000012","A1","8D2",51.696806,-0.401071,"E37000017","","E23000027",16262
"WD259AA","WD25 9AA","WD25 9AA","200010","","E10000015","E07000103","E05011050","0","512165","0200082","1","E18000006","E19000001","E92000001","E12000006","5","E14001021","E15000006","E24000005","E30000237","E16000150","E05011050","26UKFE07","KLFE07","1","Q02","919","QEX","27KLFE","26UKFE","26UKFE","26UKFS","E00121238","26UKFS","E99999999","E01023873","E02004970","5","2B2","5GV","E00121238","E01023873","E02004970","E43000082","E33027580","E38000079","E34004707","E35000012","A1","4A3",51.688300,-0.378788,"E37000017","","E23000027",9627
"WD3 1RE","WD3  1RE","WD3 1RE","200012","","E10000015","E07000102","E05009436","0","506257","0194769","1","E18000006","E19000001","E92000001","E12000006","5","E14000951","E15000006","E24000005","E30000234","E16000150","E05009436","26UJFU01","KKFU01","1","Q02","919","QEX","27KKFU","26UJFU","26UJFU","26UJGQ","E00121119","26UJGQ","E99999999","E01023851","E02004959","5","2B2","5GV","E00121119","E01023851","E02004959","E43000234","E33027539","E38000079","E34004707","E35001432","A1","4A2",51.641695,-0.465834,"E37000017","","E23000027",29995
"WD3 3TD","WD3  3TD","WD3 3TD","198001","","E10000015","E07000102","E05009429","0","508485","0195652","1","E18000006","E19000001","E92000001","E12000006","5","E14000951","E15000006","E24000005","E30000237","E16000150","E05009429","26UJFJ06","KKFJ06","1","Q02","919","QEX","27KKFJ","26UJFJ","26UJFJ","26UJGF","E00120989","26UJGF","E99999999","E01023825","E02004961","5","6D1","5GV","E00120989","E01023825","E02004961","E04012293","E33027545","E38000079","E34004707","E35001432","A1","5A2",51.649206,-0.433376,"E37000017","","E23000027",32180
"WD3 4JN","WD3  4JN","WD3 4JN","198001","","E10000015","E07000102","E05009427","0","505091","0196490","1","E18000006","E19000001","E92000001","E12000006","5","E14000951","E15000006","E24000005","E30000234","E16000150","E05009427","26UJFE03","KKFE03","1","Q02","919","QEX","27KKFE","26UJFE","26UJFE","26UJGB","E00120925","26UJGB","E99999999","E01023813","E02004959","5","4B3","5GV","E00120925","E01023813","E02004959","E04004812","E33027537","E38000079","E34004707","E35000141","C1","6A1",51.657382,-0.482162,"E37000017","","E23000027",30093
"WD3 5PQ","WD3  5PQ","WD3 5PQ","198001","","E10000015","E07000102","E05009428","0","502107","0195366","1","E18000006","E19000001","E92000001","E12000006","5","E14000951","E15000006","E24000005","E30000234","E16000150","E05009428","26UJFF04","KKFF04","1","Q02","919","QEX","27KKFF","26UJFF","26UJFF","26UJGC","E00120935","26UJGC","E99999999","E01023815","E02004960","5","4B4","5GV","E00120935","E01023815","E02004960","E04004812","E33027541","E38000079","E34004707","E35000141","C1","6A1",51.647829,-0.525612,"E37000017","","E23000027",32190
"WD5 0FA","WD5  0FA","WD5 0FA","200112","201111","E10000015","E07000096","E05004707","1","507164","0202703","1","E18000006","E19000001","E92000001","E12000006","5","E14000739","E15000006","E24000005","E30000237","E16000150","E05004707","26UCFW06","KDFW06","1","Q02","919","QEX","27KDFW","26UCFW","26UCFW","26UCGZ","E00118909","26UCGZ","E99999999","E01023406","E02004877","5","6B1","5GW","E00118909","E01023406","E02004877","E04004703","E33027172","E38000079","E34004707","E35001447","A1","5B3",51.712833,-0.450300,"E37000017","","E23000027",27062
"WD6 1XQ","WD6  1XQ","WD6 1XQ","200402","200603","E10000015","E07000098","E05004748","1","519146","0196568","1","E18000006","E19000001","E92000001","E12000006","5","E14000745","E15000006","E24000005","E30000234","E16000150","E05004748","26UEFL02","KFFL02","1","Q02","919","QEX","27KFFL","26UEFL","26UEFL","26UEFZ","E00119507","26UEFZ","E99999999","E01023530","E02004902","5","7B1","5CP","E00119507","E01023530","E02004902","E04004763","E33024219","E38000079","E34004707","E35000719","A1","3A2",51.655283,-0.279043,"E37000017","","E23000027",9877
"WD6 5ZR","WD6  5ZR","WD6 5ZR","200012","200108","E10000015","E07000098","E05004748","1","519146","0196568","1","E18000006","E19000001","E92000001","E12000006","5","E14000745","E15000006","E24000005","E30000234","E16000150","E05004748","26UEFL02","KFFL02","1","Q02","919","QEX","27KFFL","26UEFL","26UEFL","26UEFZ","E00119507","26UEFZ","E99999999","E01023530","E02004902","5","7B1","5CP","E00119507","E01023530","E02004902","E04004763","E33024219","E38000079","E34004707","E35000719","A1","3A2",51.655283,-0.279043,"E37000017","","E23000027",9877
"WD6 9JZ","WD6  9JZ","WD6 9JZ","201307","","E10000015","E07000098","E05004748","1","519145","0196576","1","E18000006","E19000001","E92000001","E12000006","5","E14000745","E15000006","E24000005","E30000234","E16000150","E05004748","26UEFL02","KFFL02","1","Q02","919","QEX","27KFFL","26UEFL","26UEFL","26UEFZ","E00119507","26UEFZ","E99999999","E01023530","E02004902","5","7B1","5CP","E00119507","E01023530","E02004902","E04004763","E33024219","E38000079","E34004707","E35000719","A1","3A2",51.655355,-0.279055,"E37000017","","E23000027",9877
"WF1 1SA","WF1  1SA","WF1 1SA","198001","","E99999999","E08000036","E05001460","0","433540","0420886","1","E18000003","E19000001","E92000001","E12000003","2","E14001009","E15000003","E24000045","E30000283","E16000076","E05001460","07DBFT16","DBFT16","1","Q12","384","QDQ","08DBFT","07DBFT","00DBFT","00DBGQ","E00060067","00DBFT","E99999999","E01011916","E02002454","5","2A1","5E8","E00060067","E01011916","E02002454","E43000190","E33009754","E38000190","E34004684","E35001474","A1","2C1",53.683362,-1.493661,"E37000020","","E23000010",1506
"WF1 4PB","WF1  4PB","WF1 4PB","198001","","E99999999","E08000036","E05001459","0","433891","0420610","1","E18000003","E19000001","E92000001","E12000003","2","E14001009","E15000003","E24000045","E30000283","E16000076","E05001459","07DBFT26","DBFT26","1","Q12","384","QDQ","08DBFT","07DBFT","00DBFT","00DBGP","E00060082","00DBFT","E99999999","E01011916","E02002454","5","7A2","5E8","E00060082","E01011916","E02002454","E43000190","E33012616","E38000190","E34004684","E35001474","A1","4B1",53.680875,-1.488379,"E37000020","","E23000010",1506
"WF118LN","WF11 8LN","WF11 8LN","200806","","E99999999","E08000036","E05001452","0","447664","0423973","1","E18000003","E19000001","E92000001","E12000003","2","E14000836","E15000003","E24000045","E30000283","E16000076","E05001452","07DBFH07","DBFH07","1","Q12","384","QDQ","08DBFH","07DBFH","00DBFH","00DBGG","E00059544","00DBFH","E99999999","E01011804","E02002448","5","1C3","5E7","E00059544","E01011804","E02002448","E43000190","E33012587","E38000190","E34004648","E35000295","C1","8A1",53.710011,-1.279358,"E37000020","","E23000010",10312
"WF119BH","WF11 9BH","WF11 9BH","198001","200703","E99999999","E08000036","E05001452","0","450300","0424100","5","E18000003","E19000001","E92000001","E12000003","2","E14000836","E15000003","E24000045","E30000283","E16000076","E05001452","07DBFH05","DBFH05","1","Q12","384","QDQ","08DBFH","07DBFH","00DBFH","00DBGG","E00059548","00DBFH","E99999999","E01011805","E02002447","5","5B2","5E7","E00059548","E01011805","E02002447","E43000190","E33012585","E38000190","E34004648","E35000295","C1","8C2",53.710906,-1.239405,"E37000020","","E23000010",4902
"WF131JT","WF13 1JT","WF13 1JT","199405","","E99999999","E08000034","E05001398","0","424491","0421606","1","E18000003","E19000001","E92000001","E12000003","2","E14000666","E15000003","E24000045","E30000219","E16000075","E05001398","07CZFM16","CZFM16","1","Q12","382","QDT","08CZFM","07CZFM","00CZFM","00CZGM","E00056072","00CZFM","E99999999","E01011130","E02002287","5","7A2","5J7","E00175513","E01011130","E02002287","E43000188","E33010655","E38000121","E34004684","E35000191","A1","4A2",53.690333,-1.630608,"E37000020","","E23000010",1227
"WF149DN","WF14 9DN","WF14 9DN","198001","","E99999999","E08000034","E05001409","0","419045","0420532","1","E18000003","E19000001","E92000001","E12000003","2","E14000666","E15000003","E24000045","E30000219","E16000075","E05001409","07CZFW09","CZFW09","1","Q12","382","QDT","08CZFW","07CZFW","00CZFW","00CZGZ","E00056511","00CZFW","E99999999","E01011219","E02002291","5","6D2","5J7","E00056511","E01011219","E02002291","E04000185","E33011952","E38000121","E34004684","E35000417","A1","5B2",53.680906,-1.713142,"E37000020","","E23000010",24134
"WF158FG","WF15 8FG","WF15 8FG","200512","","E99999999","E08000034","E05001408","0","417684","0423753","1","E18000003","E19000001","E92000001","E12000003","2","E14000548","E15000003","E24000045","E30000018","E16000075","E05001408","07CZFZ23","CZFZ23","1","Q12","382","QDT","08CZFZ","07CZFZ","00CZFZ","00CZGY","E00056663","00CZFZ","E99999999","E01011251","E02002278","5","1B2","5J7","E00056663","E01011251","E02002278","E43000188","E33011899","E38000121","E34004684","E35001282","A1","8D3",53.709904,-1.733564,"E37000020","","E23000010",3693
