pcd,pcd2,pcds,dointr,doterm,oscty,oslaua,osward,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,hro,ctry,gor,streg,pcon,eer,teclec,ttwa,pct,nuts,psed,cened,edind,oshaprev,lea,oldha,wardc91,wardo91,ward98,statsward,oa01,casward,park,lsoa01,msoa01,ur01ind,oac01,oldpct,oa11,lsoa11,msoa11,parish,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd
"WF2 8DN","WF2  8DN","WF2 8DN","199507","","E99999999","E08000036","E05001463","0","432960","0419911","1","E18000003","E19000001","E92000001","E12000003","2","E14001009","E15000003","E24000045","E30000283","E16000076","E05001463","07DBFS10","DBFS10","1","Q12","384","QDQ","08DBFS","07DBFS","00DBFS","00DBGT","E00060019","00DBFS","E99999999","E01011907","E02002465","5","6A1","5E8","E00060019","E01011907","E02002465","E43000190","E33009748","E38000190","E34004684","E35001474","A1","5A1",53.674635,-1.502546,"E37000020","","E23000010",7404
"WF2 8LA","WF2  8LA","WF2 8LA","198001","","E99999999","E08000036","E05001463","0","430838","0418970","1","E18000003","E19000001","E92000001","E12000003","2","E14001009","E15000003","E24000045","E30000283","E16000076","E05001463","07DBFS22","DBFS22","1","Q12","384","QDQ","08DBFS","07DBFS","00DBFS","00DBGT","E00060046","00DBFS","E99999999","E01011903","E02002465","5","4B1","5E8","E00060046","E01011903","E02002465","E43000190","E33012665","E38000190","E34004684","E35001474","A1","6B3",53.666307,-1.534759,"E37000020","","E23000010",8958
"WF3 2NS","WF3  2NS","WF3 2NS","198604","198812","E99999999","E08000035","E05001413","1","430500","0426300","8","E18000003","E19000001","E92000001","E12000003","2","E14000826","E15000003","E24000045","E30000283","E16000074","E05001413","07DAFW41","DAFW41","1","Q12","383","QDH","08DAFW","07DAFW","00DAFW","00DAGN","E00058130","00DAFW","E99999999","E01011551","E02002436","5","6D1","5HL","E00058130","E01011551","E02002436","E43000244","E33012541","E38000096","E34004684","E35001456","A1","5A1",53.732207,-1.539156,"E37000020","","E23000010",17379
"WF3 3SJ","WF3  3SJ","WF3 3SJ","199201","","E99999999","E08000036","E05001458","0","432731","0424687","1","E18000003","E19000001","E92000001","E12000003","2","E14000826","E15000003","E24000045","E30000283","E16000076","E05001458","07DBFR02","DBFR02","1","Q12","384","QDQ","08DBFR","07DBFR","00DBFR","00DBGN","E00059943","00DBFR","E99999999","E01011893","E02002445","5","4B2","5E8","E00059943","E01011893","E02002445","E43000190","E33012578","E38000190","E34004684","E35001474","A1","6A3",53.717575,-1.505510,"E37000020","","E23000010",21567
"WF3 3TS","WF3  3TS","WF3 3TS","200305","","E99999999","E08000035","E05001413","0","432648","0426881","1","E18000003","E19000001","E92000001","E12000003","2","E14000826","E15000003","E24000045","E30000229","E16000074","E05001413","07DAFS30","DAFS30","1","Q12","383","QDH","08DAFS","07DAFS","00DAFS","00DAGN","E00057953","00DAFS","E99999999","E01011498","E02002434","5","6D1","5HL","E00170469","E01032496","E02002434","E43000244","E33012529","E38000096","E34004684","E35000989","A1","6B2",53.737300,-1.506536,"E37000020","","E23000010",22649
"WF4 5EW","WF4  5EW","WF4 5EW","198001","","E99999999","E08000036","E05001451","0","430317","0417749","1","E18000003","E19000001","E92000001","E12000003","2","E14001009","E15000003","E24000045","E30000283","E16000076","E05001451","07DBFG28","DBFG28","1","Q12","384","QDQ","08DBFG","07DBFG","00DBFG","00DBGF","E00059504","00DBFG","E99999999","E01011801","E02002468","5","6A1","5E8","E00059504","E01011801","E02002468","E43000190","E33012678","E38000190","E34004684","E35000644","A1","8B1",53.655363,-1.542763,"E37000020","","E23000010",13153
"WF6 2DN","WF6  2DN","WF6 2DN","198001","","E99999999","E08000036","E05001453","0","438745","0422722","1","E18000003","E19000001","E92000001","E12000003","2","E14000836","E15000003","E24000045","E30000283","E16000076","E05001453","07DBFJ09","DBFJ09","1","Q12","384","QDQ","08DBFJ","07DBFJ","00DBFJ","00DBGH","E00059589","00DBFJ","E99999999","E01011821","E02002450","5","1C1","5E7","E00059589","E01011821","E02002450","E04000236","E33012596","E38000190","E34004675","E35001191","C1","8C1",53.699504,-1.414630,"E37000020","","E23000010",10438
"WF8 2RP","WF8  2RP","WF8 2RP","198001","","E99999999","E08000036","E05001455","0","445648","0421535","1","E18000003","E19000001","E92000001","E12000003","2","E14000836","E15000003","E24000045","E30000283","E16000076","E05001455","07DBFL29","DBFL29","1","Q12","384","QDQ","08DBFL","07DBFL","00DBFL","00DBGK","E00059701","00DBFL","E99999999","E01011837","E02002452","5","4C1","5E7","E00059701","E01011837","E02002452","E43000190","E33012602","E38000190","E34004648","E35001027","C1","6B1",53.688280,-1.310257,"E37000020","","E23000010",6076
"WN2 3QJ","WN2  3QJ","WN2 3QJ","198001","","E99999999","E08000010","E05000849","0","362454","0404128","1","E18000002","E19000001","E92000001","E12000002","8","E14000805","E15000002","E24000024","E30000284","E16000032","E05000849","02BWFH18","BWFH18","1","Q14","359","QDA","03BWFH","02BWFH","00BWFH","00BWGL","E00031802","00BWFH","E99999999","E01006274","E02001302","5","1B2","5HG","E00031802","E01006274","E02001302","E43000164","E33006049","E38000205","E34005054","E35000052","A1","8D1",53.532456,-2.567916,"E37000015","","E23000005",4841
"WN2 4GG","WN2  4GG","WN2 4GG","200306","","E99999999","E08000010","E05000850","0","364473","0403428","1","E18000002","E19000001","E92000001","E12000002","8","E14000805","E15000002","E24000024","E30000284","E16000032","E05000850","02BWFJ10","BWFJ10","1","Q14","359","QDA","03BWFJ","02BWFJ","00BWFJ","00BWGM","E00031847","00BWFJ","E99999999","E01006279","E02001305","5","4C2","5HG","E00168490","E01006279","E02001305","E43000164","E33006061","E38000205","E34005054","E35000052","A1","6A2",53.526305,-2.537378,"E37000015","","E23000005",20801
"WN2 5DE","WN2  5DE","WN2 5DE","198001","","E99999999","E08000010","E05000840","0","360342","0402633","1","E18000002","E19000001","E92000001","E12000002","8","E14000805","E15000002","E24000024","E30000284","E16000032","E05000840","02BWFA13","BWFA13","1","Q14","359","QDA","03BWFA","02BWFA","00BWFA","00BWGB","E00031519","00BWFA","E99999999","E01006215","E02001310","5","1B2","5HG","E00031519","E01006215","E02001310","E43000164","E33006086","E38000205","E34004959","E35000962","A1","8C3",53.518863,-2.599587,"E37000015","","E23000005",1847
"WN2 5DF","WN2  5DF","WN2 5DF","198001","","E99999999","E08000010","E05000840","0","360242","0402673","1","E18000002","E19000001","E92000001","E12000002","8","E14000805","E15000002","E24000024","E30000284","E16000032","E05000840","02BWFA13","BWFA13","1","Q14","359","QDA","03BWFA","02BWFA","00BWFA","00BWGB","E00031519","00BWFA","E99999999","E01006215","E02001310","5","1B2","5HG","E00031519","E01006215","E02001310","E43000164","E33006086","E38000205","E34004959","E35000962","A1","8C3",53.519215,-2.601101,"E37000015","","E23000005",1847
"WN3 4DU","WN3  4DU","WN3 4DU","200710","","E99999999","E08000010","E05000847","0","357834","0405134","1","E18000002","E19000001","E92000001","E12000002","8","E14001039","E15000002","E24000024","E30000284","E16000032","E05000847","02BWFS23","BWFS23","1","Q14","359","QDA","03BWFS","02BWFS","00BWFS","00BWGJ","E00032199","00BWFS","E99999999","E01006349","E02001301","5","6C2","5HG","E00168473","E01006349","E02001301","E43000164","E33004140","E38000205","E34004959","E35001379","A1","2C1",53.541146,-2.637748,"E37000015","","E23000005",11763
"WN3 5JJ","WN3  5JJ","WN3 5JJ","198001","","E99999999","E08000010","E05000864","0","357456","0403348","1","E18000002","E19000001","E92000001","E12000002","8","E14000805","E15000002","E24000024","E30000284","E16000032","E05000864","02BWGA18","BWGA18","1","Q14","359","QDA","03BWGA","02BWGA","00BWGA","00BWHC","E00032487","00BWGA","E99999999","E01006407","E02001306","5","4C3","5HG","E00032487","E01006407","E02001306","E43000164","E33006067","E38000205","E34004959","E35001379","A1","6B3",53.525063,-2.643208,"E37000015","","E23000005",24093
"WN4 8LN","WN4  8LN","WN4 8LN","198001","","E99999999","E08000010","E05000846","0","357607","0400013","1","E18000002","E19000001","E92000001","E12000002","8","E14000805","E15000002","E24000024","E30000284","E16000032","E05000846","02BWFG09","BWFG09","1","Q14","359","QDA","03BWFG","02BWFG","00BWFG","00BWGH","E00031755","00BWFG","E99999999","E01006263","E02001318","5","4C2","5HG","E00031755","E01006263","E02001318","E43000164","E33006119","E38000205","E34004801","E35000166","A1","6B3",53.495101,-2.640478,"E37000015","","E23000005",25323
"WN5 7QW","WN5  7QW","WN5 7QW","198001","","E99999999","E08000013","E05000916","0","352370","0399468","1","E18000002","E19000001","E92000001","E12000002","8","E14000962","E15000002","E24000023","E30000284","E16000093","E05000916","03BZFA10","BZFA10","1","Q15","342","QC5","04BZFA","03BZFA","00BZFA","00BZFU","E00034486","00BZFA","E99999999","E01006807","E02001407","6","4B4","5J3","E00034486","E01006807","E02001407","E04000022","E33006469","E38000172","E34000741","E35999999","D1","6A3",53.489754,-2.719329,"E37000022","","E23000004",28624
"WN6 0TH","WN6  0TH","WN6 0TH","198001","","E99999999","E08000010","E05000859","0","356076","0410013","1","E18000002","E19000001","E92000001","E12000002","8","E14001039","E15000002","E24000024","E30000284","E16000032","E05000859","02BWFC19","BWFC19","1","Q14","359","QDA","03BWFC","02BWFC","00BWFC","00BWGX","E00031609","00BWFC","E99999999","E01006229","E02001288","5","6B2","5HG","E00031609","E01006229","E02001288","E43000164","E33005985","E38000205","E34004959","E35001290","A1","5B2",53.584853,-2.664962,"E37000015","","E23000005",24152
"WN7 2HS","WN7  2HS","WN7 2HS","198001","","E99999999","E08000010","E05000852","0","366825","0400205","1","E18000002","E19000001","E92000001","E12000002","8","E14000785","E15000002","E24000024","E30000284","E16000032","E05000852","02BWFQ23","BWFQ23","1","Q14","359","QDA","03BWFQ","02BWFQ","00BWFQ","00BWGP","E00032091","00BWFQ","E99999999","E01006331","E02001317","5","4C1","5HG","E00032091","E01006331","E02001317","E43000164","E33006117","E38000205","E34005054","E35000888","A1","6B3",53.497491,-2.501558,"E37000015","","E23000005",26926
"WN7 2YL","WN7  2YL","WN7 2YL","198001","","E99999999","E08000010","E05000852","0","368238","0401340","1","E18000002","E19000001","E92000001","E12000002","8","E14000785","E15000002","E24000024","E30000284","E16000032","E05000852","02BWFE02","BWFE02","1","Q14","359","QDA","03BWFE","02BWFE","00BWFE","00BWGP","E00031669","00BWFE","E99999999","E01006248","E02001317","6","5C3","5HG","E00031669","E01006248","E02001317","E43000164","E33006116","E38000205","E34003877","E35999999","D1","7A3",53.507780,-2.480374,"E37000015","","E23000005",818
"WN8 0DQ","WN8  0DQ","WN8 0DQ","200112","","E10000017","E07000127","E05005378","0","351753","0404964","1","E18000002","E19000001","E92000001","E12000002","8","E14001033","E15000002","E24000022","E30000284","E16000088","E05005378","30UPGB03","MFGB03","1","Q13","888","QC1","31MFGB","30UPGB","30UPGB","30UPHD","E00129582","30UPHD","E99999999","E01025534","E02005318","5","6B2","5F3","E00129582","E01025534","E02005318","E04005316","E33008799","E38000200","E34004959","E35001379","A1","5B2",53.539094,-2.729475,"E37000019","","E23000003",26948
"WN8 7PD","WN8  7PD","WN8 7PD","198001","","E10000017","E07000127","E05005370","0","348957","0410620","1","E18000002","E19000001","E92000001","E12000002","8","E14001033","E15000002","E24000022","E30000284","E16000088","E05005370","30UPFR08","MFFR08","1","Q13","888","QC1","31MFFR","30UPFR","30UPFR","30UPGU","E00129453","30UPGU","E99999999","E01025512","E02005308","6","4C1","5F3","E00129453","E01025512","E02005308","E04005312","E33008758","E38000200","E34004722","E35000947","D1","6B3",53.589662,-2.772587,"E37000019","","E23000003",28436
"WR1 3NZ","WR1  3NZ","WR1 3NZ","198001","201005","E10000034","E07000237","E05007883","0","384597","0255113","1","E18000005","E19000001","E92000001","E12000005","7","E14001052","E15000005","E24000042","E30000289","E16000121","E05007883","25UHFA01","JZFA01","1","Q28","885","QEN","26JZFA","25UHFA","47UEFA","47UEFR","E00164703","47UEFR","E99999999","E01032291","E02006740","5","2A2","5MT","E00172261","E01033247","E02006740","E43000153","E33019753","E38000166","E34999999","E35999999","C1","2C2",52.194036,-2.226755,"E37000038","","E23000016",6347
"WR1 3YN","WR1  3YN","WR1 3YN","199507","199712","E10000034","E07000237","E05007883","1","384570","0255737","6","E18000005","E19000001","E92000001","E12000005","7","E14001052","E15000005","E24000042","E30000289","E16000121","E05007883","25UHFK05","JZFK05","1","Q28","885","QEN","26JZFK","25UHFK","47UEFK","47UEFR","E00164723","47UEFR","E99999999","E01032291","E02006740","5","6D2","5MT","E00164723","E01033246","E02006740","E43000153","E33023028","E38000166","E34004941","E35001452","C1","5A1",52.199645,-2.227179,"E37000038","","E23000016",8463
"WR111BW","WR11 1BW","WR11 1BW","200112","","E10000034","E07000238","E05007911","0","404644","0243237","1","E18000005","E19000001","E92000001","E12000005","7","E14000818","E15000005","E24000042","E30000205","E16000121","E05007911","25UJFR03","KAFR03","1","Q28","885","QEN","26KAFR","25UJFR","47UFFR","47UFHG","E00165156","47UFHG","E99999999","E01032380","E02006763","5","4B1","5MT","E00165156","E01032380","E02006763","E04010391","E33023131","E38000166","E34004292","E35999999","C1","1B1",52.087465,-1.933637,"E37000038","","E23000016",21445
"WR114ZF","WR11 4ZF","WR11 4ZF","199712","200006","E10000034","E07000238","E05007910","1","403461","0245058","6","E18000005","E19000001","E92000001","E12000005","7","E14000818","E15000005","E24000042","E30000205","E16000121","E05007910","25UJFS01","KAFS01","1","Q28","885","QEN","26KAFS","25UJFS","47UFFS","47UFHF","E00165134","47UFHF","E99999999","E01032376","E02006762","5","3C1","5MT","E00165134","E01032376","E02006762","E04010391","E33019512","E38000166","E34004292","E35999999","C1","1C3",52.103845,-1.950884,"E37000038","","E23000016",24474
"WR115HB","WR11 5HB","WR11 5HB","198001","200106","E10000034","E07000238","E05007895","0","407146","0242842","1","E18000005","E19000001","E92000001","E12000005","7","E14000818","E15000005","E24000042","E30000205","E16000121","E05007895","25UJFA05","KAFA05","1","Q28","885","QEN","26KAFA","25UJFA","47UFFA","47UFGP","E00164951","47UFGP","E99999999","E01032341","E02006760","8","3C1","5MT","E00164951","E01032341","E02006760","E04010359","E33023118","E38000166","E34005043","E35001193","E1","1C1",52.083888,-1.897129,"E37000038","","E23000016",28355
"WR127JQ","WR12 7JQ","WR12 7JQ","198001","","E10000034","E07000238","E05007909","0","405531","0237735","1","E18000005","E19000001","E92000001","E12000005","7","E14001035","E15000005","E24000042","E30000205","E16000121","E05007909","25UJGH03","KAGH03","1","Q28","885","QEN","26KAGH","25UJGH","47UFGH","47UFHE","E00165118","47UFHE","E99999999","E01032374","E02006765","7","3A1","5MT","E00165118","E01032374","E02006765","E04010358","E33023142","E38000166","E34999999","E35999999","E1","1B1",52.037991,-1.920778,"E37000038","","E23000016",18437
"WR127LG","WR12 7LG","WR12 7LG","200006","","E10000013","E07000079","E05010700","0","411885","0238336","1","E18000010","E19000002","E92000001","E12000009","6","E14000991","E15000009","E24000037","E30000205","E16000138","E05010700","23UCGJ06","HYGJ06","1","Q20","916","QDY","24HYGJ","23UCGJ","23UCGJ","23UCGR","E00112752","23UCGR","E99999999","E01022182","E02004615","7","3C1","5KY","E00112752","E01022182","E02004615","E04004287","E33049736","E38000062","E34999999","E35999999","E1","1B2",52.043296,-1.828127,"E37000011","","E23000037",22593
"WR144HW","WR14 4HW","WR14 4HW","198001","","E10000034","E07000235","E05007865","0","377438","0241359","1","E18000005","E19000001","E92000001","E12000005","7","E14001035","E15000005","E24000042","E30000289","E16000121","E05007865","25UEGH07","JWGH07","1","Q28","885","QEN","26JWGH","25UEGH","47UCHM","47UCJL","E00164355","47UCJL","E99999999","E01032218","E02006719","5","4B4","5MT","E00164355","E01032218","E02006719","E04010326","E33022948","E38000166","E34004294","E35999999","C1","6A4",52.070135,-2.330568,"E37000038","","E23000016",25711
"WR2 5LX","WR2  5LX","WR2 5LX","198001","","E10000034","E07000237","E05007889","0","383464","0255138","1","E18000005","E19000001","E92000001","E12000005","7","E14001052","E15000005","E24000042","E30000289","E16000121","E05007889","25UHFG10","JZFG10","1","Q28","885","QEN","26JZFG","25UHFG","47UEFG","47UEFY","E00164856","47UEFY","E99999999","E01032319","E02006742","5","4C1","5MT","E00164856","E01032319","E02006742","E43000153","E33023034","E38000166","E34004941","E35001452","C1","6B3",52.194228,-2.243331,"E37000038","","E23000016",24130
"WR2 5QP","WR2  5QP","WR2 5QP","198001","199707","E10000034","E07000237","E05007889","0","382700","0255100","8","E18000005","E19000001","E92000001","E12000005","7","E14001052","E15000005","E24000042","E30000289","E16000121","E05007889","25UHFH05","JZFH05","1","Q28","885","QEN","26JZFH","25UHFH","47UEFH","47UEFY","E00164835","47UEFY","E99999999","E01032318","E02006742","5","5C3","5MT","E00164835","E01032318","E02006742","E43000153","E33023033","E38000166","E34004941","E35001452","C1","7C2",52.193863,-2.254506,"E37000038","","E23000016",2144
"WR4 9GP","WR4  9GP","WR4 9GP","201105","","E10000034","E07000237","E05007892","0","386817","0257080","1","E18000005","E19000001","E92000001","E12000005","7","E14001052","E15000005","E24000042","E30000289","E16000121","E05007892","25UHFJ07","JZFJ07","1","Q28","885","QEN","26JZFJ","25UHFJ","47UEFJ","47UEGB","E00164907","47UEGB","E99999999","E01032333","E02006738","5","5C3","5MT","E00164907","E01032333","E02006738","E43000153","E33023022","E38000166","E34004941","E35001452","C1","7A3",52.211778,-2.194355,"E37000038","","E23000016",3401
